,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,gender_map,France,Germany,Spain
36,0,0.18077058780189473,0.6749317857019538,-1.7333154938995745,-1.2258476714090278,0.8077365626180215,-1.229440955779649,6790,668,46,0,0.0,2,0,0,29388.02,1,1,0,0
37,0,1.2051013831901694,0.38887101359804876,-1.3875375865624426,-0.0012347170527914095,0.8077365626180215,-0.3869506503011564,692,767,43,1,76408.85,2,1,0,77837.63,1,1,0,0
38,0,-0.13997945923887817,2.0098820555201775,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-0.52021299658351,4088,637,60,3,0.0,2,1,1,70174.03,1,1,0,0
39,0,2.063883767202561,0.1981638321954454,1.03290776479748,0.903162532954479,-0.9115834940401767,1.3086447283943767,9536,850,41,8,132838.07,1,1,1,175347.28,1,0,0,1
40,0,1.308569140300096,0.6749317857019538,-1.7333154938995745,0.49486760824716036,-0.9115834940401767,-1.73199559804299,7227,777,46,0,107362.8,1,1,0,487.3,0,0,1,0
41,0,-1.5264474045118965,0.2935174228967471,1.03290776479748,0.4478645856457258,-0.9115834940401767,0.8254118743339218,3066,503,42,8,104430.08,1,1,1,147557.71,1,1,0,0
42,0,-0.19171333779384153,0.7702853764032556,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1.3690722016217152,3494,632,47,3,0.0,2,1,0,178822.32,1,0,0,1
43,1,1.4534240002539935,0.2935174228967471,1.7244635794717436,0.5957520077456518,0.8077365626180215,0.6930636678219195,4544,791,42,10,113657.41,2,0,1,139946.68,0,0,1,0
44,1,-1.1953505817601309,0.10281024149414371,0.6871298574603482,0.5652859163038186,-0.9115834940401767,-1.5991258953979683,423,535,40,7,111756.5,1,1,0,8128.32,1,0,1,0
45,1,-1.88858455439664,1.6284676927149706,1.7244635794717436,-1.2258476714090278,2.52705661927622,-0.6578844979004886,517,468,56,10,0.0,3,0,1,62256.87,0,1,0,0
46,0,0.7291497004845064,-0.3739577120123647,1.7244635794717436,-1.2258476714090278,0.8077365626180215,-0.49551661602338337,5496,721,35,10,0.0,2,1,0,71594.26,1,1,0,0
47,0,-1.1953505817601309,-0.7553720748175714,0.6871298574603482,0.5668652276077089,0.8077365626180215,-1.1096156120604204,1075,535,31,7,111855.04,2,1,1,36278.89,0,1,0,0
48,0,-0.4710762819906437,-0.27860412131106305,0.6871298574603482,0.8389127385434602,-0.9115834940401767,1.5736758796831571,9003,605,36,7,128829.25,1,1,0,190588.59,1,1,0,0
49,0,-1.4850603016679258,-0.5646648934149681,0.6871298574603482,-1.2258476714090278,0.8077365626180215,-0.2552571396680533,7169,507,33,7,0.0,2,1,1,85411.01,1,1,0,0
50,0,0.7084561490625211,-0.27860412131106305,-0.695981771888179,1.2651363885409856,-0.9115834940401767,1.73457160875528,6403,719,36,3,155423.17,1,1,1,199841.32,1,1,0,0
51,1,1.0705932989472646,0.0074566507928420294,0.6871298574603482,1.3014988533205625,0.8077365626180215,0.5827167206410786,6061,754,39,7,157691.98,2,1,0,133600.89,1,0,0,1
52,0,-0.99876184325127,0.38887101359804876,-0.004425957213915414,0.37537092726695703,-0.9115834940401767,-1.3060330702305134,3950,554,43,5,99906.89,1,0,0,24983.39,1,0,1,0
53,0,-0.29518109490376826,-0.3739577120123647,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,-0.8516687396843483,1976,622,35,5,0.0,2,1,0,51112.8,0,1,0,0
54,0,0.36701255059976284,-0.3739577120123647,1.03290776479748,0.4637258138971475,-0.9115834940401767,-1.1256557480384506,7470,686,35,8,105419.73,1,1,0,35356.46,0,1,0,0
55,0,0.05660927926998263,-1.1367864376227783,-0.35020386455104724,0.6754027318425583,0.8077365626180215,1.0562958970354086,1773,656,27,4,118627.16,2,1,1,160835.3,1,0,1,0
56,0,0.47048030770968957,-1.6135543911292867,1.378685672134612,1.1746446074907857,-0.9115834940401767,1.703125513657213,2707,696,22,9,149777.0,1,1,1,198032.93,1,1,0,0
57,1,0.6567222705075577,1.1516997392084622,-0.35020386455104724,0.1894881985400789,2.52705661927622,-1.6385257194471219,1799,714,51,4,88308.87,3,0,0,5862.53,0,1,0,0
58,0,-1.5885280587778525,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-0.412123315592307,12,497,24,3,0.0,2,1,0,76390.01,1,0,0,1
59,0,1.691399841606825,0.9609925578058589,1.03290776479748,-1.2258476714090278,0.8077365626180215,1.0039070110829031,7487,814,49,8,0.0,2,0,0,157822.54,1,1,0,0
60,0,1.9293756829596567,-0.7553720748175714,1.378685672134612,0.4518479632737845,-0.9115834940401767,-0.8541066775919617,1265,837,31,9,104678.62,1,0,1,50972.6,1,0,0,1
61,0,-0.8642537590083653,0.5795781950006521,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,0.36452475570983367,2497,567,45,4,0.0,2,0,1,121053.19,0,1,0,0
62,0,1.2982223645891036,-0.08789693990845966,-0.004425957213915414,0.5737033538601736,-0.9115834940401767,-0.17730937871734917,1727,776,38,5,112281.7,1,0,1,89893.6,1,0,1,0
63,0,-0.812519880453402,-0.27860412131106305,1.03290776479748,-0.13042395236768883,0.8077365626180215,-0.864058054951227,7830,572,36,8,68348.18,2,0,1,50400.32,0,1,0,0
64,1,-0.27448754348178295,1.533114102013669,0.6871298574603482,0.6780702838358555,-0.9115834940401767,-0.08813127940092515,9911,624,55,7,118793.6,1,1,1,95022.02,1,1,0,0
65,0,1.3189159160110888,-0.5646648934149681,-0.004425957213915414,0.6408982897893869,0.8077365626180215,-1.1708481960232973,8204,778,33,5,116474.28,2,1,1,32757.55,1,0,0,1
66,0,-1.2677780117370796,-1.23214002832408,1.7244635794717436,0.4100981461328345,0.8077365626180215,1.1600148526836829,4345,528,26,10,102073.67,2,0,0,166799.93,0,1,0,0
67,0,-0.036511702128951426,0.38887101359804876,1.378685672134612,-1.2258476714090278,0.8077365626180215,-0.3756345841616523,6357,647,43,9,0.0,2,1,1,78488.39,1,1,0,0
68,1,-1.1229231517831821,0.0074566507928420294,-0.695981771888179,0.9393629636638067,-0.9115834940401767,-1.490877452829757,488,542,39,3,135096.77,1,1,1,14353.43,1,1,0,0
69,0,-1.3608989931360136,-1.7089079818305883,-1.3875375865624426,1.1193922717045997,0.8077365626180215,1.6480778494873456,1242,519,21,1,146329.57,2,1,1,194867.27,0,1,0,0
70,0,-0.4814230577016364,0.2935174228967471,1.7244635794717436,1.4351564465766473,-0.9115834940401767,-0.031249771210109935,5781,604,42,10,166031.45,1,1,0,98293.14,0,0,1,0
71,0,1.09128685036925,-1.23214002832408,-0.004425957213915414,0.40316594075155077,0.8077365626180215,0.9454476249624382,1477,756,26,5,101641.14,2,0,1,154460.68,0,1,0,0
72,0,-1.0298021703842482,-0.18325053060976135,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-0.8609614216945379,2883,551,37,3,0.0,2,1,1,50578.4,1,1,0,0
73,1,-1.3919393202689916,0.5795781950006521,-0.35020386455104724,-1.2258476714090278,-0.9115834940401767,-0.08375429401772011,7446,516,45,4,0.0,1,1,0,95273.73,0,1,0,0
74,0,-0.3572617491697243,1.7238212834162723,0.6871298574603482,0.6483113084355043,-0.9115834940401767,0.07458351304149317,5599,616,57,7,116936.81,1,1,1,104379.36,0,0,1,0
75,1,0.615335167663587,0.38887101359804876,-1.0417596792253108,1.0192348618625369,2.52705661927622,1.0053963789986453,765,710,43,2,140080.32,3,1,1,157908.19,1,0,1,0
76,0,0.36701255059976284,0.1981638321954454,1.7244635794717436,-1.2258476714090278,-0.9115834940401767,0.5737711230862095,6521,686,41,10,0.0,1,1,0,133086.45,0,1,0,0
77,0,0.35666577488877016,-1.3274936190253817,1.7244635794717436,0.8337901540199222,-0.9115834940401767,0.3733781915606345,553,685,25,10,128509.63,1,1,0,121562.33,0,0,0,1
78,0,-0.781479553320424,-1.23214002832408,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0.21592600631051373,4812,575,26,7,0.0,2,1,0,112507.63,0,0,0,1
79,0,-0.0468584778399441,1.1516997392084622,-0.35020386455104724,0.4029761797830298,-0.9115834940401767,0.5295100299824738,5342,646,51,4,101629.3,1,0,0,130541.1,0,1,0,0
80,0,0.13938348495792402,-0.27860412131106305,0.3413519501232164,-0.08563475430863667,0.8077365626180215,0.3885198378690041,3572,664,36,6,71142.77,2,1,0,122433.09,1,0,1,0
81,0,0.7188029247735137,-0.4693113027136664,-0.695981771888179,0.6702806281322851,0.8077365626180215,0.6265265691748957,8134,720,34,3,118307.57,2,1,1,136120.29,0,1,0,0
82,0,-0.8849473104303507,0.10281024149414371,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,0.519337986203468,8682,565,40,2,0.0,2,1,1,129956.13,0,1,0,0
83,0,-0.9780682918292848,-0.8507256655188732,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1.5051562610586222,9066,556,30,7,0.0,2,1,1,186648.19,0,1,0,0
84,0,-0.2434472163488049,0.38887101359804876,1.03290776479748,-0.08407163038466238,-0.9115834940401767,0.4807001481679493,8739,627,43,8,71240.3,1,0,1,127734.16,1,1,0,0
85,0,0.5118674105536603,-0.6600184841162697,-0.695981771888179,-1.2258476714090278,-0.9115834940401767,-0.07563989069954101,3438,700,32,3,0.0,1,0,0,95740.37,0,1,0,0
86,0,-0.5538504876785851,-0.9460792562201749,-1.3875375865624426,0.8920442070184649,-0.9115834940401767,1.00849405559538,5356,597,29,1,132144.35,1,1,0,158086.33,0,1,0,0
87,0,0.5015206348426676,0.38887101359804876,-1.0417596792253108,0.9616581144830562,0.8077365626180215,-0.30038298777996025,7334,699,43,2,136487.86,2,1,0,82815.93,1,0,0,1
88,0,0.6670690462185503,0.10281024149414371,0.6871298574603482,-1.2258476714090278,-0.9115834940401767,0.717624414176059,6121,715,40,7,0.0,1,1,1,141359.11,1,1,0,0
89,0,-1.1022296003611969,-1.6135543911292867,-0.695981771888179,-0.16031226653627995,-0.9115834940401767,0.17783992126934997,5853,544,22,3,66483.32,1,0,1,110317.39,1,0,0,1
90,0,-0.8952940861413433,0.8656389671045572,-0.004425957213915414,0.9037741274273475,-0.9115834940401767,-0.3622210567495637,4623,564,48,5,132876.23,1,1,0,79259.77,1,0,0,1
91,0,1.5155046545199495,1.9145284648188758,-0.35020386455104724,0.8468011212374099,-0.9115834940401767,-0.11243188630358196,7332,797,59,4,129321.44,1,1,1,93624.55,1,0,0,1
92,1,-0.4400359548576657,1.6284676927149706,1.7244635794717436,0.8457394855486571,0.8077365626180215,0.7373249348156631,6818,608,56,10,129255.2,2,1,0,142492.04,0,1,0,0
93,0,-2.281762031414362,-0.08789693990845966,1.03290776479748,1.2272398089044128,-0.9115834940401767,-0.012397833807963618,8624,430,38,8,153058.64,1,1,0,99377.27,0,0,1,0
94,0,1.3913433459880375,-0.08789693990845966,1.378685672134612,0.49225438815278927,-0.9115834940401767,0.8052545446441544,6575,785,38,9,107199.75,1,0,0,146398.51,0,0,1,0
95,0,1.153367504635206,-1.23214002832408,0.6871298574603482,0.7568573070380323,0.8077365626180215,1.2096541898348205,602,762,26,7,123709.46,2,1,1,169654.57,0,0,0,1
96,0,-0.6366246933665265,-0.9460792562201749,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,-0.030778007619285664,2959,589,29,2,0.0,2,0,1,98320.27,1,1,0,0
97,0,0.3773593263107555,-0.8507256655188732,0.3413519501232164,-1.2258476714090278,0.8077365626180215,1.375760011316923,6492,687,30,6,0.0,2,0,0,179206.92,0,1,0,0
98,0,1.0705932989472646,0.0074566507928420294,0.3413519501232164,1.5017256841772233,0.8077365626180215,-0.1825319912078815,617,754,39,6,170184.99,2,1,0,89593.26,1,0,0,1
99,0,-0.06755202926192945,0.0074566507928420294,1.378685672134612,-1.2258476714090278,-0.9115834940401767,-1.6754182234755997,5710,644,39,9,0.0,1,1,0,3740.93,0,1,0,0
100,1,-1.9713587600845814,0.10281024149414371,0.3413519501232164,0.6895133189967205,0.8077365626180215,-0.14832139276778608,1345,460,40,6,119507.58,2,1,0,91560.63,0,0,1,0
101,0,1.1947546074791768,0.48422460429935044,-0.695981771888179,0.6464824550471653,-0.9115834940401767,1.6963491939480984,5240,766,44,3,116822.7,1,0,0,197643.24,1,0,1,0
102,0,0.2945851206228141,0.0074566507928420294,-1.0417596792253108,1.1170957472806657,0.8077365626180215,1.632552949602059,8212,679,39,2,146186.28,2,1,1,193974.47,1,0,1,0
103,0,-1.1539634789161601,-0.18325053060976135,-1.0417596792253108,0.8193651149905585,-0.9115834940401767,-0.025110062819096102,154,539,37,2,127609.59,1,1,0,98646.22,1,1,0,0
104,0,0.2842383449118215,1.4377605113123673,-1.3875375865624426,0.7566941510701654,0.8077365626180215,0.08923200728809448,6618,678,54,1,123699.28,2,0,1,105221.76,0,0,1,0
105,0,0.5015206348426676,-0.6600184841162697,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1.2290580541213294,5930,699,32,3,0.0,2,1,1,170770.44,1,1,0,0
106,0,1.153367504635206,-0.6600184841162697,1.7244635794717436,1.8477615416610231,-0.9115834940401767,1.3836008856530277,4834,762,32,10,191775.65,1,1,0,179657.83,1,1,0,0
107,1,1.4534240002539935,-0.5646648934149681,1.7244635794717436,0.8613580633724263,0.8077365626180215,-0.801116653882921,8125,791,33,10,130229.71,2,0,0,54019.93,0,0,1,0
108,0,-0.2537939920597976,-1.7089079818305883,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,-0.5887569598091196,1178,626,21,1,0.0,2,1,0,66232.23,1,1,0,0
109,0,-1.0608424975172261,-0.5646648934149681,-1.3875375865624426,0.058049237959024974,0.8077365626180215,-0.31029923935767495,4778,548,33,1,80107.83,2,0,1,82245.67,0,1,0,0
110,1,2.063883767202561,2.2959428276240823,1.03290776479748,1.4960774104841341,-0.9115834940401767,1.4609720273382794,2054,850,63,8,169832.57,1,0,0,184107.26,1,1,0,0
111,0,-1.0298021703842482,0.9609925578058589,-1.3875375865624426,1.1906832558369311,0.8077365626180215,0.6202140141162519,8945,551,49,1,150777.72,2,1,1,135757.27,1,0,0,1
112,0,-0.005471374995973408,-0.4693113027136664,-0.35020386455104724,1.0563021988883596,-0.9115834940401767,-1.5443825387415335,2741,650,34,4,142393.11,1,1,1,11276.48,1,0,1,0
113,0,-0.3572617491697243,3.058771553234496,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,1.2782504939527404,5841,616,71,4,0.0,2,1,1,173599.38,1,0,0,1
114,0,0.18077058780189473,-0.8507256655188732,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.6673109054651633,8725,668,30,8,0.0,2,1,0,138465.7,0,0,0,1
115,0,0.5946416162416017,-0.3739577120123647,1.03290776479748,0.7386061163182106,-0.9115834940401767,1.7200441419540209,6262,708,35,8,122570.69,1,0,0,199005.88,0,0,0,1
116,0,-1.6919958158877793,1.3424069206110656,1.7244635794717436,0.20939354716201694,-0.9115834940401767,-0.17412284432669187,4283,487,53,10,89550.85,1,0,1,90076.85,0,1,0,0
117,0,0.7084561490625211,2.105235646221479,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,-1.2338854104858323,7624,719,61,5,0.0,2,0,1,29132.43,1,1,0,0
118,0,-1.4954070773789185,-0.3739577120123647,0.3413519501232164,0.5378864518650945,0.8077365626180215,-1.2828128419455458,3065,506,35,6,110046.93,2,1,0,26318.73,1,0,0,1
119,1,-0.6676650204995045,-0.3739577120123647,0.6871298574603482,1.4149233435791808,2.52705661927622,0.3429808270988598,3176,586,35,7,164769.02,3,1,0,119814.25,0,1,0,0
120,1,-1.7747700215757207,1.1516997392084622,-1.3875375865624426,0.5005081889280126,2.52705661927622,-0.24278574831755154,8104,479,51,1,107714.74,3,1,0,86128.21,1,0,1,0
121,0,-1.505753853089911,-0.3739577120123647,1.03290776479748,0.648243674036251,-0.9115834940401767,-0.15645579343684804,9482,505,35,8,116932.59,1,1,0,91092.84,1,0,0,1
122,0,0.25319801777884343,-0.27860412131106305,1.378685672134612,0.4760798299237842,-0.9115834940401767,-1.3406210099872649,114,675,36,9,106190.55,1,0,1,22994.32,1,0,0,1
123,0,0.2842383449118215,0.38887101359804876,0.6871298574603482,1.6281689949366553,-0.9115834940401767,0.17937902172728754,8862,678,43,7,178074.33,1,0,0,110405.9,0,1,0,0
124,0,0.0669560549809753,-0.4693113027136664,-0.004425957213915414,1.2580974426149087,-0.9115834940401767,-1.2581329809361483,5036,657,34,5,154983.98,1,1,0,27738.01,1,0,0,1
125,0,0.522214186264653,-0.3739577120123647,1.7244635794717436,1.3335838430250904,0.8077365626180215,-0.5028307775262388,7906,701,35,10,159693.9,2,1,1,71173.64,1,0,0,1
126,1,1.6810530658958325,-0.27860412131106305,0.3413519501232164,0.3462208217309736,-0.9115834940401767,-1.2764051690527036,5386,813,36,6,98088.09,1,0,1,26687.22,0,0,1,0
127,0,-1.702342591598772,0.10281024149414371,1.378685672134612,-0.08247228519473739,-0.9115834940401767,-0.4155628599441323,429,486,40,9,71340.09,1,1,0,76192.21,0,0,1,0
128,0,1.6810530658958325,-0.6600184841162697,-1.3875375865624426,0.7437218091849527,-0.9115834940401767,-1.2800749437746914,4016,813,32,1,122889.88,1,1,1,26476.18,1,1,0,0
129,0,-0.4814230577016364,-0.4693113027136664,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-1.069467713198246,6278,604,34,3,0.0,2,1,0,38587.7,0,0,0,1
130,0,0.35666577488877016,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,1.7372001301113063,6647,685,42,2,0.0,2,0,0,199992.48,0,0,0,1
131,0,-1.2056973574711236,-0.9460792562201749,0.6871298574603482,1.576522758636722,-0.9115834940401767,-0.3636375647520901,3537,534,29,7,174851.9,1,1,1,79178.31,1,1,0,0
132,1,-0.936681188985314,0.9609925578058589,-0.35020386455104724,-1.2258476714090278,-0.9115834940401767,-0.0002632674023298484,8881,560,49,4,0.0,1,1,1,100075.1,1,1,0,0
133,0,-0.8642537590083653,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,0.8077365626180215,-1.6727203200065108,8363,567,36,7,0.0,2,0,1,3896.08,1,1,0,0
134,0,-0.23310044063781224,-0.27860412131106305,-0.695981771888179,0.23721115887005773,-0.9115834940401767,-0.6434677990341189,1818,628,36,3,91286.51,1,1,0,63085.94,0,0,1,0
135,0,0.035915727847997285,-0.6600184841162697,-1.3875375865624426,0.6094301835036404,-0.9115834940401767,0.4530354651767982,349,654,32,1,114510.85,1,1,1,126143.23,0,0,1,0
136,1,0.7601900276174844,0.10281024149414371,1.7244635794717436,-1.2258476714090278,-0.9115834940401767,0.48266667026475385,1011,724,40,10,0.0,1,1,0,127847.25,1,1,0,0
137,0,-0.05720525355093678,-1.4228472097266833,-0.695981771888179,-0.6721460005061486,-0.9115834940401767,-1.5380931110539109,4574,645,24,3,34547.82,1,1,1,11638.17,0,1,0,0
138,1,0.2842383449118215,-1.0414328469214764,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,0.7709053558679417,3106,678,28,4,0.0,2,1,1,144423.17,0,1,0,0
139,0,-0.336568197747739,0.10281024149414371,-1.7333154938995745,-1.2258476714090278,-0.9115834940401767,0.329850044839252,9122,618,40,0,0.0,1,1,0,119059.13,0,1,0,0
140,0,0.6256819433745797,2.391296418325384,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,-1.6850736400418007,1608,711,64,4,0.0,2,1,1,3185.67,1,1,0,0
141,1,-1.2263909088931089,0.48422460429935044,-0.695981771888179,1.1557093797661937,-0.9115834940401767,-0.43910008971309283,2655,532,44,3,148595.55,1,1,0,74838.64,1,1,0,0
142,0,-1.1022296003611969,-0.08789693990845966,1.03290776479748,-1.2258476714090278,-0.9115834940401767,-0.03271948955498506,9862,544,38,8,0.0,1,1,1,98208.62,1,1,0,0
143,1,-0.336568197747739,0.10281024149414371,-1.7333154938995745,1.0228579500841468,-0.9115834940401767,1.0525278744590836,8266,618,40,0,140306.38,1,1,0,160618.61,0,0,1,0
144,1,-0.13997945923887817,0.38887101359804876,1.03290776479748,-1.2258476714090278,-0.9115834940401767,-1.5290723930157257,6802,637,43,8,0.0,1,1,0,12156.93,1,0,0,1
145,0,-0.13997945923887817,-0.27860412131106305,1.378685672134612,1.449715953049076,-0.9115834940401767,-0.47968393082451044,9805,637,36,9,166939.88,1,1,1,72504.76,0,1,0,0
146,0,-0.13997945923887817,-0.5646648934149681,-1.7333154938995745,0.8938334734479991,0.8077365626180215,-0.44345133937516196,1730,637,33,0,132255.99,2,0,1,74588.41,1,1,0,0
147,1,-0.6780117962104972,1.533114102013669,1.7244635794717436,0.4796862499522135,2.52705661927622,0.3976993174841969,6783,585,55,10,106415.57,3,1,1,122960.98,1,1,0,0
